text,emotion,emotion_code,processed_text
Don't let him in! I'm supposed to be at a regatta gala.,fear,3,Do not let him in ! I am supposed to be at a regatta gala .
"So-so if anyone has-has a better suggestion, let's hear it!",anger,2,"So-so if anyone has-has a better suggestion , let us hear it !"
"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",anger,2,"All right , you know what ? We really are late ! Let us go ! Let us go ! Let us go ! !"
"Gotta go. I miss you too, I love you, but it's getting real late now",sadness,1,"Gotta go . I miss you too , I love you , but it is getting real late now"
"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",disgust,5,"The Celtics ? Ha . They couldn't hit a boat if . . . wait . They suck , alright ?"
"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,4,"Wow , this is so cool , you guys . The entire city is blacked out !"
"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",disgust,5,"The Celtics ? Ha . They couldn't hit a boat if . . . wait . They suck , alright ?"
When I get up there I’m going to kick some ass.,anger,2,When I get up there I am going to kick some ass .
"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",disgust,5,"Either you are seeing somebody behind my back , which would make you the biggest jerk on the planet ."
"Guess who's here. It's the toughest guy in toy land, Ben.  'A real American hero. I'm",neutral,6,"Guess who's here . It is the toughest guy in toy land , Ben . 'A real American hero . I am"
"You'd better do something, or I'm gonna walk out that door right now! Well? Are you gonna?",anger,2,"You'd better do something , or I am gonna walk out that door right now ! Well ? Are you gonna ?"
You knew about that?,surprise,4,You knew about that ?
"No you didn't. You said you would, but you never did!",anger,2,"No you didn't . You said you would , but you never did !"
"No-no-no-no, no! Who, who were you talking about?",surprise,4,"No-no-no-no , no ! Who , who were you talking about ?"
I’m an idiot.,disgust,5,I am an idiot .
That cup is mine!,anger,2,That cup is mine !
You chipped in?!,surprise,4,You chipped in ? !
"Oh, that’s very—Really very-very okay.",neutral,6,"Oh , that’s very—Really very-very okay ."
Don’t say anything.,happiness,0,Do not say anything .
Then why are you answering? Do you at least know what route we’re on?,anger,2,Then why are you answering ? Do you at least know what route we are on ?
"Yeah, oh, ""Your mom probably won't kill herself,"" y’know?",anger,2,"Yeah , oh , ""Your mom probably won't kill herself , "" you know ?"
Oh Joey don't!,fear,3,Oh Joey do not !
"Oh, hey, hey, I got that.",neutral,6,"Oh , hey , hey , I got that ."
"Oh, y'know I-I can't hear that enough.",anger,2,"Oh , y'know I-I can't hear that enough ."
"Umm, look I like you.",fear,3,"Umm , look I like you ."
"Hey, buddy.",neutral,6,"Hey , buddy ."
"Well let me think about that, while I remove my pants!",happiness,0,"Well let me think about that , while I remove my pants !"
"Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",anger,2,"Can you stop yellin' ? You are makin' me nervous , and I can't go when I am nervous ."
"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness,1,"This is crazy ! I mean , it is such a stupid argument . I do not even wanna see Richard again ."
Oh no! No!! My hole!!,surprise,4,Oh no ! No ! ! My hole ! !
That’s my wife!!! Get out!,anger,2,That’s my wife ! ! ! Get out !
Try. There’s my little girl.,happiness,0,Try . There’s my little girl .
But I have to tell him how I feel!,sadness,1,But I have to tell him how I feel !
"Look, we have enough, just walk away.",fear,3,"Look , we have enough , just walk away ."
"So-so that’s-that’s what I’m doing, now.",fear,3,"So-so that’s-that’s what I am doing , now ."
That was a pretty tough year.,sadness,1,That was a pretty tough year .
"Aw, dammit!",surprise,4,"Aw , dammit !"
"Oh, it even has a tree with a broken limb out front and the uh, the window in the attic is…Oh my God!",surprise,4,"Oh , it even has a tree with a broken limb out front and the uh , the window in the attic is…Oh my God !"
"Yeah, I'll make up a schedule and make sure you stick to it.",neutral,6,"Yeah , I'll make up a schedule and make sure you stick to it ."
Oh my God! Chandler just left though!,surprise,4,Oh my God ! Chandler just left though !
I don't have to give up the bag!,anger,2,I do not have to give up the bag !
"Oh boy, me too!",happiness,0,"Oh boy , me too !"
Are you really gonna do this?,fear,3,Are you really gonna do this ?
"Hand me those tomatoes, I’m gonna show you what it should taste like! Come on, hand me them.",anger,2,"Hand me those tomatoes , I am gonna show you what it should taste like ! Come on , hand me them ."
Hi! It’s me.,sadness,1,Hi ! It is me .
You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,disgust,5,You do not know how that happened ? ! Your dog thought my diaphragm was a chew toy !
Noooooo!!,fear,3,Noooooo ! !
"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""",disgust,5,"See , there's always one guy . ""If I had a wish , I'd wish for three more wishes . """
Ewww!,disgust,5,Ewww !
Ross! You gotta stop! Okay?! You can’t just stare through the peep hole for three hours! You’re gonna get peep eye!,anger,2,Ross ! You gotta stop ! Okay ? ! You cannot just stare through the peep hole for three hours ! You are gonna get peep eye !
"Okay, so he's out of here.",neutral,6,"Okay , so he's out of here ."
"Okay... okay, maybe I will...",happiness,0,"Okay . . . okay , maybe I will . . ."
You can't put your cigarette out on a tree!,anger,2,You can't put your cigarette out on a tree !
"Look, not that I enjoy talking about people who I went to high school with, ‘cause I do, but umm, maybe we could talk about something else?",disgust,5,"Look , not that I enjoy talking about people who I went to high school with , ‘cause I do , but umm , maybe we could talk about something else ?"
"I mean that ain’t a pretty picture in the morning, y’know what I mean.",disgust,5,"I mean that ain’t a pretty picture in the morning , you know what I mean ."
"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",happiness,0,"Man , hell of a two weeks , huh ? Y'know what , though ? I really feel like I learned something ."
"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",anger,2,"Yeah , well you never have the time . I mean , I do not feel like I even have a girlfriend anymore , Rachel ."
"Oh my—This is so embarrassing. Oh my God, I’m never gonna get massaged again!",fear,3,"Oh my—This is so embarrassing . Oh my God , I am never gonna get massaged again !"
Okay. Let’s bring it in.,neutral,6,Okay . Let us bring it in .
"Wow, Rhonda.",surprise,4,"Wow , Rhonda ."
"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,5,"Oh my God . Okay , go into the bathroom , use whatever you want , just do not ever tell me what you did in there ."
You'd better hope not because I just read what you put on your    page today.,anger,2,You'd better hope not because I just read what you put on your page today .
And-and-and-and-and the toothpicks?,disgust,5,And-and-and-and-and the toothpicks ?
"Charla, 278. Sorry, dear, but still good.",neutral,6,"Charla , 278 . Sorry , dear , but still good ."
No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh!,anger,2,No ! Ah-ah-ah-ah-ah ! You can have this back when the five pages are done ! Ahh !
"This doesn’t mean anything, does it?",fear,3,"This doesn’t mean anything , does it ?"
"It’s gotta be, it’s gotta be going somewhere right?",happiness,0,"It is gotta be , it is gotta be going somewhere right ?"
And I wanna know why?!!,anger,2,And I wanna know why ? ! !
"Because you’re still seeing him and uh, he’s a good guy.",sadness,1,"Because you are still seeing him and uh , he’s a good guy ."
It’s really sweet and-and tender.,happiness,0,It is really sweet and-and tender .
"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",happiness,0,"Oh yes ! Bye Bye Birdie , starring Joseph Stalin . Joseph Stalin is the Fiddler on the Roof ."
I'm still alive!!,happiness,0,I am still alive ! !
"Ross, please, I found the magazines!",sadness,1,"Ross , please , I found the magazines !"
"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",happiness,0,"Oh ! Okay ! You , Mister Right Place at the Right Time , call me !"
"Really, y’think so? I don’t..",anger,2,"Really , y’think so ? I do not . ."
"Good-good, don’t tell him. Don’t tell him. Just have him call me okay?",fear,3,"Good-good , do not tell him . Do not tell him . Just have him call me okay ?"
"Ah, just cut me a little sliver.",happiness,0,"Ah , just cut me a little sliver ."
I’d better go. (She goes and sits down in the,neutral,6,I’d better go . ( She goes and sits down in the
Oh God!,sadness,1,Oh God !
"Oh, did I not mention? Carl is a guy I hired to be my identical twin for a medical research project.",neutral,6,"Oh , did I not mention ? Carl is a guy I hired to be my identical twin for a medical research project ."
Ugh.  Ross!,disgust,5,Ugh . Ross !
Your thoughts? Plural?,surprise,4,Your thoughts ? Plural ?
I got asked out twice today when I was at lunch…by guys.,neutral,6,I got asked out twice today when I was at lunch…by guys .
"Yeah. Uh, …a slice……six dollars?",neutral,6,"Yeah . Uh , …a slice……six dollars ?"
Easy. Easy. You have to go to the hospital. Okay?,fear,3,Easy . Easy . You have to go to the hospital . Okay ?
This place is so overpriced.,disgust,5,This place is so overpriced .
"Oh, it's so romantic to send people off on their honeymoon.",happiness,0,"Oh , it is so romantic to send people off on their honeymoon ."
I was scared of telling you.,fear,3,I was scared of telling you .
"Y'know, for me anyway.",sadness,1,"Y'know , for me anyway ."
Ahh. Thank you!,happiness,0,Ahh . Thank you !
"Hey, you know our phone's not working?",surprise,4,"Hey , you know our phone's not working ?"
"I mean that ain’t a pretty picture in the morning, y’know what I mean.",disgust,5,"I mean that ain’t a pretty picture in the morning , you know what I mean ."
"It have a fear of heights, you go to the top of the building!",fear,3,"It have a fear of heights , you go to the top of the building !"
Are you sure you wanna do this?,neutral,6,Are you sure you wanna do this ?
"Your hair looks too good, I think it would upset her. Ross, why don't you come on in.",sadness,1,"Your hair looks too good , I think it would upset her . Ross , why do not you come on in ."
"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust,5,"Well , I do not understand why Adrienne’s attracted to Victor ."
