text,emotion,emotion_code,sub_emotion,processed_text
If they want to love?,surprise,4,curiosity,If they want to love ?
"Come on, Kevin!",neutral,6,neutral,"Come on , Kevin !"
like everyone else.,neutral,6,neutral,like everyone else .
"Kev, are you serious actually?",surprise,4,confusion,"Kev , are you serious actually ?"
Don't sleep with me?,surprise,4,confusion,Do not sleep with me ?
There is enough.,anger,2,annoyance,There is enough .
"Oh, oh, oh !",happiness,0,excitement,"Oh , oh , oh !"
"Oh, oh, oh !",happiness,0,excitement,"Oh , oh , oh !"
"Don't forget me, baby",sadness,1,sadness,"Do not forget me , baby"
Do you remember me ?,neutral,6,neutral,Do you remember me ?
Please don't go,sadness,1,sadness,Please do not go
My dear girl,neutral,6,neutral,My dear girl
You're fier to make me,happiness,0,pride,You are fier to make me
"If you leave me, my baby",fear,3,fear,"If you leave me , my baby"
Don't go,sadness,1,sadness,Do not go
Marseillais!,happiness,0,pride,Marseillais !
"Manhunt 2024 in Bangkok, Leute! Let's fucking go!",happiness,0,excitement,"Manhunt 2024 in Bangkok , Leute ! Let us fucking go !"
Grab equipment and that's the first vanguard.,happiness,0,optimism,Grab equipment and that's the first vanguard .
"We now have position of player 1, which is quite close to us here.",surprise,4,curiosity,"We now have position of player 1 , which is quite close to us here ."
That's why we're going there now.,happiness,0,optimism,That's why we're going there now .
Should we work?,surprise,4,curiosity,Should we work ?
I am excited.,happiness,0,excitement,I am excited .
"So we lie down on the game, so to speak.",neutral,6,neutral,"So we lie down on the game , so to speak ."
Khao San Road is our goal.,happiness,0,optimism,Khao San Road is our goal .
But the Hunter are not right next to him.,neutral,6,neutral,But the Hunter are not right next to him .
"Hey guys before we continue, we have some important information for you.",neutral,6,neutral,"Hey guys before we continue , we have some important information for you ."
"For example, we have cool hoodies with our manhunt logo.",happiness,0,pride,"For example , we have cool hoodies with our manhunt logo ."
"But you can also support us if you with our discount code that I hide down there,",neutral,6,neutral,"But you can also support us if you with our discount code that I hide down there ,"
Order your new Holi drinks to you.,neutral,6,neutral,Order your new Holi drinks to you .
"Exactly, it shows our sponsors, that we have a strong community",happiness,0,pride,"Exactly , it shows our sponsors , that we have a strong community"
And that it pays off to advertise with us.,happiness,0,optimism,And that it pays off to advertise with us .
"Exactly, because Christmas is just around the corner.",neutral,6,neutral,"Exactly , because Christmas is just around the corner ."
What wouldn't be cooler than a manhunt sweater?,happiness,0,amusement,What wouldn't be cooler than a manhunt sweater ?
"Exactly, but that wasn't all we want to tell you.",neutral,6,neutral,"Exactly , but that wasn't all we want to tell you ."
Because there is a competition.,happiness,0,excitement,Because there is a competition .
Please write in the comments with Hashtag MH24.,neutral,6,neutral,Please write in the comments with Hashtag MH24 .
And then what do you get?,surprise,4,curiosity,And then what do you get ?
"Our original manhunt banner, which we have in Bangkok,",happiness,0,pride,"Our original manhunt banner , which we have in Bangkok ,"
With all the signatures of the participants.,happiness,0,pride,With all the signatures of the participants .
"A great win, I think.",happiness,0,excitement,"A great win , I think ."
It pays to participate here.,happiness,0,optimism,It pays to participate here .
"We are giving away it again on our social media channels, Instagram, Facebook and Tiktok.",happiness,0,excitement,"We are giving away it again on our social media channels , Instagram , Facebook and Tiktok ."
"Exactly, and it really only counts the comment with the hashtag.",neutral,6,neutral,"Exactly , and it really only counts the comment with the hashtag ."
And now have fun with episode 2.,happiness,0,excitement,And now have fun with episode 2 .
"So, I have the camera on again.",neutral,6,neutral,"So , I have the camera on again ."
Now we run a round around the block.,happiness,0,optimism,Now we run a round around the block .
Let's see if anyone else knows.,surprise,4,curiosity,Let us see if anyone else knows .
You went away.,neutral,6,neutral,You went away .
The chance is there.,happiness,0,optimism,The chance is there .
I made my cell phone silent.,neutral,6,neutral,I made my cell phone silent .
"I am sent away here, people. I can no longer sit here.",anger,2,annoyance,"I am sent away here , people . I can no longer sit here ."
I can no longer sit here.,anger,2,annoyance,I can no longer sit here .
"Okay, okay.",neutral,6,neutral,"Okay , okay ."
"I can't sit here anymore, people.",anger,2,annoyance,"I can't sit here anymore , people ."
"Okay, thanks.",neutral,6,neutral,"Okay , thanks ."
I have to check here immediately.,fear,3,fear,I have to check here immediately .
I have to check here immediately.,fear,3,fear,I have to check here immediately .
I am now sitting here next to any food.,neutral,6,neutral,I am now sitting here next to any food .
"But only 5, not even.",surprise,4,confusion,"But only 5 , not even ."
I am now gone on a 100-meter air line from the machine.,neutral,6,neutral,I am now gone on a 100-meter air line from the machine .
The chilling 5 meters behind me.,fear,3,nervousness,The chilling 5 meters behind me .
And I was just behind a machine.,neutral,6,neutral,And I was just behind a machine .
If I hadn't changed the position.,neutral,6,neutral,If I hadn't changed the position .
"Guys, I was only sitting on this bench in the park.",neutral,6,neutral,"Guys , I was only sitting on this bench in the park ."
Do you want to fool me? I don't want to be out of here after 3 hours.,anger,2,annoyance,Do you want to fool me ? I do not want to be out of here after 3 hours .
Alter.,neutral,6,neutral,Alter .
First brought coffee in the 7-eleven.,neutral,6,neutral,First brought coffee in the 7-eleven .
Now we'll go around the block again if it is still noticeable here.,neutral,6,neutral,Now we'll go around the block again if it is still noticeable here .
"But guys, that's manhunt. It's just blatant.",happiness,0,excitement,"But guys , that's manhunt . It is just blatant ."
I've been here since ... In the second hour I could almost have been out of here.,anger,2,annoyance,I've been here since . . . In the second hour I could almost have been out of here .
But I would tell you the danger is not over yet.,fear,3,fear,But I would tell you the danger is not over yet .
I have no idea where the hunters are here.,surprise,4,confusion,I have no idea where the hunters are here .
I went only 100 meters away.,neutral,6,neutral,I went only 100 meters away .
The policeman sent me away.,anger,2,annoyance,The policeman sent me away .
He didn't let me sit there behind this machine.,anger,2,annoyance,He didn't let me sit there behind this machine .
And the hunters went out of my field of vision 2 minutes before.,neutral,6,neutral,And the hunters went out of my field of vision 2 minutes before .
I could see it in the reflection of the door.,neutral,6,realization,I could see it in the reflection of the door .
Then they left.,neutral,6,neutral,Then they left .
If the policeman had come 2 minutes earlier,neutral,6,neutral,If the policeman had come 2 minutes earlier
If we had said the toughest persecution here after 2-3 hours.,anger,2,annoyance,If we had said the toughest persecution here after 2-3 hours .
"Lick me by the ass, Marie.",anger,2,anger,"Lick me by the ass , Marie ."
We didn't find anything around the block where the last PIN was from DR1.,sadness,1,disappointment,We didn't find anything around the block where the last PIN was from DR1 .
We also didn't see anything where he could hide,anger,2,annoyance,We also didn't see anything where he could hide
without having to cope with a huge obstacle.,neutral,6,neutral,without having to cope with a huge obstacle .
"Yes, I definitely don't know where the hunters are here.",surprise,4,confusion,"Yes , I definitely do not know where the hunters are here ."
"They will wait for the PIN, people.",neutral,6,neutral,"They will wait for the PIN , people ."
They won't go to another zone now.,neutral,6,neutral,They won't go to another zone now .
They will wait for this PIN and try to land me.,fear,3,nervousness,They will wait for this PIN and try to land me .
"And we have day 1, people.",neutral,6,neutral,"And we have day 1 , people ."
The pin comes 28 minutes.,neutral,6,neutral,The pin comes 28 minutes .
Mega. Really mega. Real.,happiness,0,excitement,Mega . Really mega . Real .
"So, now a bit hidden, deep camera.",neutral,6,neutral,"So , now a bit hidden , deep camera ."
On the distance I saw someone with a tank top.,surprise,4,curiosity,On the distance I saw someone with a tank top .
I will check now.,neutral,6,neutral,I will check now .
"The cool WU likes to wear tank tops, the good one.",happiness,0,amusement,"The cool WU likes to wear tank tops , the good one ."
And then we have to see.,neutral,6,neutral,And then we have to see .
He wants to flex with his biceps.,happiness,0,amusement,He wants to flex with his biceps .
But then unfortunately we have to turn it on the back.,neutral,6,neutral,But then unfortunately we have to turn it on the back .
"Oh, that's right. I'm on the radio.",neutral,6,realization,"Oh , that's right . I am on the radio ."
My team listens to what I'm going on.,neutral,6,neutral,My team listens to what I am going on .
It is now three quarters ten.,neutral,6,neutral,It is now three quarters ten .
We didn't get any coordinates at nine o'clock.,sadness,1,disappointment,We didn't get any coordinates at nine o'clock .
On the grounds that the players are not in the center zone.,neutral,6,neutral,On the grounds that the players are not in the center zone .
That means we can get the coordinates again at ten o'clock.,neutral,6,neutral,That means we can get the coordinates again at ten o'clock .
We now need a game line or operations management for half an hour.,neutral,6,neutral,We now need a game line or operations management for half an hour .
And we have to be in thirty at ten o'clock.,neutral,6,neutral,And we have to be in thirty at ten o'clock .
That is a requirement again.,neutral,6,neutral,That is a requirement again .
Because then we move out together to the daily ring.,neutral,6,neutral,Because then we move out together to the daily ring .
That's why we don't make ourselves too much stress now.,neutral,6,neutral,That's why we do not make ourselves too much stress now .
Somehow I still have hope or I suspect,neutral,6,neutral,Somehow I still have hope or I suspect
that the players are here in the center zone.,neutral,6,neutral,that the players are here in the center zone .
Even if we didn't get the nine o'clock locations.,sadness,1,disappointment,Even if we didn't get the nine o'clock locations .
Just on the grounds that they are outside.,neutral,6,neutral,Just on the grounds that they are outside .
I still think that they are not far from the center zone.,surprise,4,curiosity,I still think that they are not far from the center zone .
"In addition, you have to move back to the Center Zone.",anger,2,annoyance,"In addition , you have to move back to the Center Zone ."
Also for the daily ring.,neutral,6,neutral,Also for the daily ring .
"That means they won't run kilometers outside,",neutral,6,realization,"That means they won't run kilometers outside ,"
to run back for miles.,neutral,6,neutral,to run back for miles .
We have now met Willi and Julius on the street.,neutral,6,neutral,We have now met Willi and Julius on the street .
They are already at the northern end,neutral,6,neutral,They are already at the northern end
Because they saw someone with tank top.,surprise,4,curiosity,Because they saw someone with tank top .
And we know cool WU is there.,neutral,6,realization,And we know cool WU is there .
And cool WU is a tank top type.,neutral,6,neutral,And cool WU is a tank top type .
The person with the tank top is just gone.,surprise,4,surprise,The person with the tank top is just gone .
I am now positioned here northwest of the Khaosan Road.,neutral,6,neutral,I am now positioned here northwest of the Khaosan Road .
"We divided ourselves here on the left, right.",neutral,6,neutral,"We divided ourselves here on the left , right ."
We see that we remain hidden how it works.,neutral,6,neutral,We see that we remain hidden how it works .
